"id","label","review","id_parent_2_id","review_value","label_en","review_en"
"3307","محضرات معدة للاستعمال قبل الحلاقة أو أثناء الحلاقة أو بعد الحلاقة، ومزيلات الروائح الجسدية، ومحضرات الاستحمام، ومزيلات الشعر، ومحضرات عطور أخرى ومحضرات تطرية أو تجميل أخرى غير مذكورة ولا داخلة في مكان آخر؛ مزيلات روائح محضرة للأماكن، وإن كانت معطرة أو ذات خواص تطهيرية","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل بشأن استيفاء رسم الانفاق الاستهلاكي","33","0","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorisers, whether or not perfumed or having disinfectant properties.","See Additional Note No. 2 to this chapter regarding collecting the consumer spending fee"
"3401","صابون؛ منتجات ومحضرات عضوية فعَّالة سطحياً (معدِّلة للتوتر السطحي tensio-actifs) معدّة للاستعمال كصابون، على هيئة قضبان أو ألواح cakes أو قطع مقولبة أو بأشكال خاصة shapes، وإن احتوت على صابون؛ منتجات ومحضرات عضوية فعَّالة سطحياً (معدِّلة للتوتر السطحي tensio-actifs) معدّة لغسيل البشرة، بشكل سائل أو معجون مهيأة للبيع بالتجزئة، وإن احتوت على صابون؛ ورق وحشو ولباد ولامنسوجات، مشربة أو مطلية أو مغطاة بالصابون أو بمحضرات تنظيف أساسها منتجات معدلة للتوتر السطحي ( ديترجنت detergent ).",,"34","0","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, moulded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid or cream and put up for retail sale, whether or not containing soap; paper, wadding, felt and nonwovens, impregnated, coated or covered with soap or detergent.",
"3402","عوامل عضوية فعّالة سطحياً (معدِّلة للتوتر السطحي tensio-actifs) (عدا الصابون)؛ محضرات فعَّالة سطحياً (محضَّرات معدِّلة للتوتر السطحي tensio-actifs)، ومحضرات الغسيل (بما فيها محضرات الغسيل المساعدة) ومحضرات تنظيف وإن احتوت على صابون، غير تلك الداخلة في البند 3401","تراجع الملاحظة الإضافية رقم 2 لهذا الفصل ","34","0","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401.","See Supplementary Note 2 for this chapter"
"3403","محضرات للتشحيم (بما فيها محضرات زيوت القطع، محضرات حل البراغي أو الصواميل العزق، محضرات مضادة للصدأ أو التآكل ومحضرات للفك للحل من القوالب، أساسها مواد تشحيم) ومحضرات من الأنواع المستعملة في تزييت أو تشحيم النسج أو الجلد أو الفراء أو غيرها من المواد، باستثناء المحضرات المتضمنة على 70% أو أكثر وزناً من الزيوت النفطية أو من زيوت المواد المعدنية كمكونات أساسية.",,"34","0","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, anti-rust or anti-corrosion preparations and mould release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of textile materials, leather, furskins or other materials, but excluding preparations containing, as basic constituents, 70 % or more by weight of petroleum oils or of oils obtained from bituminous minerals.",
"3404","شموع اصطناعية وشموع محضرة.",,"34","0","Artificial waxes and prepared waxes.",
"3405","محضرات تلميع بوليش ومعاجين للأحذية أو للأثاث أو للأرضيات وللعربات أو للزجاج أو المعادن، معاجين الجلي (الصقل) ومحضرات مماثلة (وإن كانت على شكل ورق أو مواد حشو أو لباد أو لا منسوجات، أو لدائن خلوية أو مطاط خلوي، مشربة أو مطلية أو مغطاة بمثل هذه المحضرات) باستثناء الشموع الداخلة في البند 3404.",,"34","0","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated or covered with such preparations), excluding waxes of heading 3404.",
"3406","شموع إضاءة وأصناف مماثلة.",,"34","0","Candles, tapers and the like.",
"3407","معاجين لصنع النماذج، بما في ذلك ما كان منها مهيأ لتسلية الأطفال؛ محضرات من النوع المعروف بشموع طب الأسنان وبمركبات طبع الأسنان، مهيأة بشكل مجموعات(أطقم)، أو في أغلفة معدة للبيع بالتجزئة أو على شكل ألواح أو بشكل حدوات حصان أو عيدان أو بأشكال مماثلة؛ محضرات أخر معدة للاستعمال في طب الأسنان أساسها الجص ( من الجبس المكلس أو كبريتات الكالسيوم ).",,"34","0","Modelling pastes, including those put up for childrens amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms; other preparations for use in dentistry, with a basis of plaster (of calcined gypsum or calcium sulphate).",
"3501","جبنين (كازئين)، أملاحه (كازئينات) ومشتقاته الأخر؛ غراء الجبنين.",,"35","0","Casein, caseinates and other casein derivatives; casein glues.",
"3502","زلال البومين (بما في ذلك المركزات المكونة من أثنين أو أكثر من بروتينات مصل اللبن، المحتوية على أكثر من 80% وزناً من هذه البروتينات محسوبة على أساس المادة الجافة)، أملاح الألبومين ومشتقاته الأخر.",,"35","0","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 % whey proteins, calculated on the dry matter), albuminates and other albumin derivatives.",
"3503","هلام (بما في ذلك الهلام المهيأ على شكل صفائح مستطيلة أو مربعة، وإن كانت مشغولة السطح أو ملونة) ومشتقاته؛ غراء السمك (آيزنغلاسisinglass)، أنواع غراء أخر، من أصل حيواني، باستثناء غراء الجبنين الداخل في البند 3501.",,"35","0","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or coloured) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501.",
"3504","هضمون ببتون ومشتقاته؛ مواد بروتينية أخرى ومشتقاتها، غير داخلة ولا مذكورة في مكان آخر، مساحيق صلال (جلود غير مدبوغة)، وإن كانت معالجة بالكروم.",,"35","0","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed.",
"3505","دكسترين وغيره من أنوع النشاء المعدل (النشاء الذي سبق تهليمه Pregelatinised أو أسترته مثلاً)؛ غراء أساسه نشاء أو دكسترين أو غيره من أنواع النشاء المعدل.",,"35","0","Dextrins and other modified starches (for example, pregelatinised or esterified starches); glues based on starches, or on dextrins or other modified starches.",
"3506","غراء محضر وغيره من المواد اللاصقة المحضرة، غير مذكورة ولا داخلة في مكان آخر؛ منتجات صالحة للاستعمال كغراء أو مواد لاصقة، مهيأة للبيع بالتجزئة كغراء أو مواد لاصقة، لا يزيد وزنها الصافي عن الكيلو غرام الواحد.",,"35","0","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg.",
"3507","أنزيم enzymes، أنزيمات محضرة غير مذكورة ولا داخلة في مكان آخر.",,"35","0","Enzymes; prepared enzymes not elsewhere specified or included.",
"3601","مساحيق بارود.","محصور خاضع للحصر","36","1","Propellent powders.","Confined, subject to confinement"
"3602","متفجرات محضرة؛ عدا مساحيق البارود.","محصور خاضع للحصر","36","1","Prepared explosives, other than propellent powders.","Confined, subject to confinement"
"3603","فتائل للأمان، حبال (فتائل ) للتفجير؛ كبسولات للاشتعال أو التفجير؛ أدوات إشعال؛ مفجرات كهربائية.",,"36","0","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators.",
"3604","ألعاب نارية وقذائف إشارة وصواريخ مانعة لسقوط البرد وإشارات الضباب وغيرها من الأصناف النارية الفنية.",,"36","0","Fireworks, signalling flares, rain rockets, fog signals and other pyrotechnic articles.",
"3605","ثقاب (كبريت) عدا الأصناف النارية الداخلة في البند 3604.",,"36","0","Matches, other than pyrotechnic articles of heading 3604.",
"3606","فيروسيريوم Ferro-cerium وخلائط معدنية أخر لإحداث الاشتعال من جميع الأشكال؛ أصناف من مواد لهوب كما هي محددة في الملاحظة (2) من هذا الفصل.",,"36","0","Ferro-cerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in Note 2 to this Chapter.",
"3701","ألواح وأفلام مسطحة، للتصوير الفوتوغرافي، محسسة، غير مصورة، من أية مادة عدا الورق أو الكرتون (الورق المقوى) أو النسج؛ أفلام للتصوير الفوري بشكل لفات، محسسة، غير مصورة، وإن كانت مهيأة في عبوات تلقيم.",,"37","0","Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs.",
"3702","أفلام بشكل لفات، للتصوير الفوتوغرافي، محسسة، غير مصورة، من أية مادة عدا الورق أو الورق المقوى أو النسج؛ أفلام للتصوير الفوري بشكل لفات، محسسة، غير مصورة.",,"37","0","Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed.",
"3703","ورق وورق مقوى ونسج للتصوير الفوتوغرافي، محسسة، غير مصورة.",,"37","0","Photographic paper, paperboard and textiles, sensitised, unexposed.",
"3704","ألواح وأفلام وورق وورق مقوى ونسج، للتصوير الفوتوغرافي، مصورة لكن غير مظهرة.",,"37","0","Photographic plates, film, paper, paperboard and textiles, exposed but not developed.",
"3705","ألواح وأفلام للتصوير الفوتوغرافي، مصورة ومظهرة ، عدا أفلام التصوير السينمائي.",,"37","0","Photographic plates and film, exposed and developed, other than cinematographic film.",
"3706","أفلام سينمائية، مصورة ومظهرة، سواء تضمنت تسجيلاً للصوت أم لا، أو تضمنت تسجيلات للصوت فقط.",,"37","0","Cinematographic film, exposed and developed, whether or not incorporating sound track or consisting only of sound track.",
"3707","محضرات كيماوية للاستعمال في التصوير الفوتوغرافي، (غير الورنيش أو الغراء أو المواد اللاصقة والمحضرات المماثلة)؛ منتجات غير مخلوطة، للاستعمال في التصوير الفوتوغرافي، مهيأة بشكل مقادير محددة أو مهيأة للبيع بالتجزئة بشكل جاهز للاستعمال المباشر.",,"37","0","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use.",
"3801","جرافيت اصطناعي؛ جرافيت غروي أو شبه غروي؛ محضرات أساسها الغرافيت أو كربون آخر، بشكل معاجين أو كتل أو ألواح أو غيرها من المنتجات نصف المصنعة.",,"38","0","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semi-manufactures.",
"3802","فحم خشبي Charbons منشط، منتجات معدنية طبيعية منشطة؛ هباب من أصل حيواني بما في ذلك الهباب الحيواني المستنفذ.",,"38","0","Activated carbon; activated natural mineral products; animal black, including spent animal black.",
"3803","زيت الطول (طول أويل Tall Oil) (الراتنج السائل)، وإن كان مكرراً.",,"38","0","Tall oil, whether or not refined.",
"3804","الغسل القلوية المتبقية من تصنيع عجينة السيليلوز، وإن كانت مركزة أو منزوعاً منها السكر أو معالجة كيماوياً، بما في ذلك سلفونات الليجينين، باستثناء الطول أويل tall oil (زيت الطول) الداخل في البند 3803.",,"38","0","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulphonates, but excluding tall oil of heading 3803.",
"3805","أرواح تربنتين من الصموغ أو من الأخشاب الصنوبرية أو ناتجة عن عملية تصنيع عجينة الورق بطريقة الكبريتات (السلفات)، وغيرها من أرواح تربنتينية ناتجة عن عملية التقطير أو عن معالجات أخر للأخشاب الصنوبرية، ديبنتين خام، تربنتين كبريتي (سلفيت التربنتين)، وغيره من الباراسيمين الخام؛ زيت الصنوبر الحاوي على ألفا - تربينول كمكون رئيسي",,"38","0","Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulphite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituent.",
"3806","قلفونية Rosin وأحماض راتنجية، ومشتقاتها؛ أرواح وزيوت القلفونية؛ صموغ مصهورة.",,"38","0","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums.",
"3807","قطران الخشب؛ زيوت قطران الخشب؛ كريوزوت Creosote خشب؛ نفطة الخشب Wood naphta (كحول الخشب)، زفت نباتي Vegetable pitch؛ وزفت طلاء براميل البيرة ومحضرات مماثلة أساسها القلفونية أو الحموض الراتنجية أو الزفت النباتي.",,"38","0","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers pitch and similar preparations based on rosin, resin acids or on vegetable pitch.",
"3808","مبيدات الحشرات والقوارض والفطريات والأعشاب الضارة، وموقفات الإنبات ومنظمات نمو النباتات، ومطهرات ومنتجات مماثلة، مهيأة بأشكال أو بأغلفة للبيع بالتجزئة أو كمحضرات أو أصناف مماثلة (كالأشرطة والفتائل والشموع المكبرتة وأوراق قتل الذباب).",,"38","0","Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulphur-treated bands, wicks and candles, and fly-papers).",
"3809","عوامل تهيئة أو تجهيز، مسرعات عملية الصباغة أو تثبيت مواد التلوين Dye carriers ومنتجات ومحضرات أخر (كمحضرات تهيئة أو محضرات تثبيت الألوان mordants)، من النوع المستعمل في صناعة النسيج أو الورق والجلود والصناعات المماثلة، غير مذكورة ولا داخلة في مكان آخر","تراجع الملاحظة الإضافية رقم 4 لهذا الفصل","38","0","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included.","See Supplementary Note No. 4 for this chapter"
"3810","محضرات لمعالجة سطوح المعادن بمحاليل حمضية pickling preparations؛ محضرات مساعدة لصهر المعادن (فلاكس Fluxes) ومحضرات مساعدة أخر للحام المعادن؛ مساحيق وعجائن مركبة من معدن ومواد أخر للحام المعادن؛ محضرات من الأنواع المستعملة لكسو أو حشو قضبان أو عيدان",,"38","0","Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, brazing or welding; soldering, brazing or welding powders and pastes consisting of metal and other materials; preparations of a kind used as cores or coatings for welding electrodes or rods.",
"3811","محضرات ضبط اشتعال وقود المحركات (محضرات منع الدق Anti-Knock)، محضرات منع التأكسد، والتصمغ، محضرات تحسين لزوجة الزيوت، محضرات منع تآكل المعادن وإضافات محضرة أخر، للزيوت المعدنية بما في ذلك الغازولين (بنزين السيارات) أو إلى السوائل الأخرى المستعملة لنفس الأغراض كزيوت معدنية",,"38","0","Anti-knock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils.",
"3812","مسرّعات محضره لبركنة المطاط (أكسيليريتورaccelerator)؛ ملدنات مركبة للمطاط أو اللدائن، غير مذكورة ولا داخلة في مكان أخر؛ محضرات مضادة للتأكسد ومثتبات مركبة أخر للمطاط أو اللدائن.",,"38","0","Prepared rubber accelerators; compound plasticisers for rubber or plastics, not elsewhere specified or included; anti-oxidising preparations and other compound stabilisers for rubber or plastics.",
"3813","محضرات وشحنات لأجهزة إطفاء الحريق؛ قذائف معبأة لإطفاء الحريق.",,"38","0","Preparations and charges for fire-extinguishers; charged fire-extinguishing grenades.",
"3814","مذيبات ومخففات (تينر) عضوية مركبة، غير مذكورة ولا داخلة في مكان آخر؛ محضرات معدة لإزالة الدهان أو الورنيش.",,"38","0","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers.",
"3815","محضرات لبدء التفاعل، منظمات ومسرعات التفاعل، ومحضرات وسيطة محفزة Catalitic غير مذكورة ولا داخلة في مكان آخر.",,"38","0","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included.",
"3816","اسمنت وملاط وخرسانة، ومركبات مماثلة متحملة للحرارة بما  في ذلك الدولوميت للحشو والد Ramming mix، عدا منتجات البند 3801.",,"38","0","Refractory cements, mortars, concretes and similar compositions, other than products of heading 3801.",
"3817","مخاليط الكيل بنزينات ومخاليط الكيل نفتالينات، عدا تلك المذكورة في البندين 2707 أو 2902.",,"38","0","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902.",
"3818","عناصر كيماوية منشَّطة Doped لاستعمالها في الإلكترونيات، بشكل أقراص أو صفائح رقائقية (لويحات) أو أشكال مماثلة؛ مركبات كيماوية منشَّطة لاستعمالها في الإلكترونيات.",,"38","0","Chemical elements doped for use in electronics, in the form of discs, wafers or similar forms; chemical compounds doped for use in electronics.",
"3819","سوائل للفرامل الهيدروليكية وسوائل محضرة أخر لنقل الحركة الهيدروليكية لا تحتوي على زيوت نفط ولا على زيوت معدنية قارية، أو تحتوي على أقل من 70% وزناً من هذه الزيوت.",,"38","0","Hydraulic brake fluids and other prepared liquids for hydraulic transmission, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals.",
"3820","محضرات مضادة للتجمد وسوائل مذيبة للجليد أو لمنع تكونه De-icing.",,"38","0","Anti-freezing preparations and prepared de-icing fluids.",
"3821","أوساط أستينات محضرة لتنمية وحفظ الكائنات المجهرية بما في ذلك (الفيروسات وما يشابهها) أو لزراعة الخلايا البشرية أو الحيوانية.",,"38","0","Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells.",
"3822","كواشف للتشخيص أو للمختبرات على حامل، وكواشف محضرة للتشخيص أو للمختبرات سواء كانت على حامل أم لا، وإن كانت مقدمة على شكل أطقم؛ عدا تلك الداخلة في البند3006 ، المواد المعيارية المعتمدة Certified Reference Materials.",,"38","0","Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 3002 or 3006; certified reference materials.",
"3823","أحماض دهنية صناعية أحادية الكربوكسيليك monocarboxylic، زيوت حمضية ناتجة عن عملية التكرير؛ كحولات دسمة صناعية.",,"38","0","Industrial monocarboxylic fatty acids; acid oils from refining; industrial fatty alcohols.",
"3824","روابط محضرة لقوالب أو لنوى قوالب السبك؛ منتجات كيماوية ومحضرات الصناعات الكيماوية أو الصناعات المرتبطة بها (بما في ذلك تلك المكونة من مخاليط منتجات طبيعية)، غير داخلة ولا مذكورة في مكان آخر.",,"38","0","Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included.",
"3825","منتجات متخلفة عن الصناعات الكيماوية أو الصناعات المرتبطة بها، غير مذكورة ولا داخلة في مكان أخر؛ فضلات البلديات؛ أو حال المجارير؛ وفضلات أخر تحدِّدها الملاحظة 6 لهذا الفصل.",,"38","0","Residual products of the chemical or allied industries, not elsewhere specified or included; municipal waste; sewage sludge; other wastes specified in Note 6 to this Chapter.",
"3826","ديزل حيوي ومخاليطه, لا يحتوي أو يحتوي على الأقل 70% وزناً من زيوت نفط أو زيوت متحصل عليها من مواد فلزية قارية.",,"38","0","Biodiesel and mixtures thereof, not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals.",
"3901","بوليميرات الإيثيلين بأشكالها الأولية.",,"39","0","Polymers of ethylene, in primary forms.",
"3902","بوليميرات بروبيلين أو أوليفينات أخر، بأشكالها الأولية.",,"39","0","Polymers of propylene or of other olefins, in primary forms.",
"3903","بوليميرات الستيرين، بأشكالها الأولية.",,"39","0","Polymers of styrene, in primary forms.",
"3904","بوليميرات كلوريد الفينيل أو الأوليفينات المهلجنة الأخر، بأشكالها الأولية.",,"39","0","Polymers of vinyl chloride or of other halogenated olefins, in primary forms.",
"3905","بوليميرات أسيتات الفينيل أو أستيرات الفينيل الأخر، بأشكال أولية بوليميرات فينيل أخرى بإشكال أولية.",,"39","0","Polymers of vinyl acetate or of other vinyl esters, in primary forms; other vinyl polymers in primary forms.",
"3906","بوليميرات أكريليكية بأشكالها الأولية.",,"39","0","Acrylic polymers in primary forms.",
"3907","بولي اسيتالات، بولي إيثيرات أخر وراتنجات ايبوكسيدية، بأشكالها الأولية؛ بولي كربونات، راتنجات ألكيدية، أسترات بولي الأليل polyallyl esters وبولي أستيرات أخر، بأشكالها الأولية.",,"39","0","Polyacetals, other polyethers and epoxide resins, in primary forms; polycarbonates, alkyd resins, polyallyl esters and other polyesters, in primary forms.",
"3908","بولي أميدات بأشكالها الأولية.",,"39","0","Polyamides in primary forms.",
"3909","راتنجات أمينية وراتنجات فينولية وبولي يوريثانات بأشكالها الأولية.",,"39","0","Amino-resins, phenolic resins and polyurethanes, in primary forms.",
"3910","سيليكونات بأشكالها الأولية.",,"39","0","Silicones in primary forms.",
"3911","راتنجات نفط وراتنجات الكومارون - اندين، بولي تربينات وبولي كبريتيدات (بولي سلفيدات)، وبولي سلفونات ومنتجات أخر مذكورة في الملاحظة 3 من هذا الفصل، غير مذكورة ولا داخلة في مكان آخر، وبأشكالها الأولية.",,"39","0","Petroleum resins, coumarone-indene resins, polyterpenes, polysulphides, polysulphones and other products specified in Note 3 to this Chapter, not elsewhere specified or included, in primary forms.",
"3912","سيليلوز ومشتقاته الكيماوية، غير مذكورة ولا داخلة في مكان آخر، بأشكالها الأولية.",,"39","0","Cellulose and its chemical derivatives, not elsewhere specified or included, in primary forms.",
"3913","بوليميرات طبيعية (مثل حمض الالجينيك) وبوليميرات طبيعية معدلة (مثل البروتيينات المقساة والمشتقات الكيماوية من المطاط الطبيعي)، غير مذكورة ولا داخلة في مكان آخر، بأشكالها الأولية.",,"39","0","Natural polymers (for example, alginic acid) and modified natural polymers (for example, hardened proteins, chemical derivatives of natural rubber), not elsewhere specified or included, in primary forms.",
"3914","مبادلات أيونية (مبادلات الشوارد) أساسها البوليميرات الداخلة في البنود 3901 لغاية 3913، بأشكالها الأولية.",,"39","0","Ion-exchangers based on polymers of headings 3901 to 3913, in primary forms.",
"3915","نفايات وقصاصات وفضلات، من اللدائن.",,"39","0","Waste, parings and scrap, of plastics.",
"3916","شعيرات مفردة يتجاوز مقاس مقطعها العرضي 1 ملم وقضبان وعيدان ومنتجات ذات مقطع له شكل خاص (بروفيلات)، من لدائن، وان كانت مشغولة السطح لكنها غير مشغولة بطريقة أخرى.",,"39","0","Monofilament of which any cross-sectional dimension exceeds 1 mm, rods, sticks and profile shapes, whether or not surface-worked but not otherwise worked, of plastics.",
"3917","أنابيب ومواسير وخراطيم و لوازمها (مثل الفواصل جوانات، والأكواع، والوصلات) من لدائن.",,"39","0","Tubes, pipes and hoses, and fittings therefor (for example, joints, elbows, flanges), of plastics.",
"3918","أغطية أرضيات من اللدائن، وإن كانت لاصقة ذاتياً، بشكل لفات أو ترابيع أو بلاطات؛ أغطية جدران أو سقوف من اللدائن، كما هي معرّفة في الملاحظة 9 من هذا الفصل.",,"39","0","Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles; wall or ceiling coverings of plastics, as defined in Note 9 to this Chapter.",
"3919","ألواح وصفائح وأغشية (أفلام) وصفائح رقيقة وأشرطة وقدد وغيرها من أشكال مسطحة من لدائن، لاصقة ذاتياً، وإن كانت بشكل لفات.",,"39","0","Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether or not in rolls.",
"3920","ألواح وصفائح وأغشية (أفلام) وصفائح رقيقة وأشرطة وقدد أخر، من لدائن غير خلوية، غير مقواة ولا منضددة وغير مزودة بحامل ولا متحدة بطريقة مماثلة مع مواد أخرى.",,"39","0","Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials.",
"3921","ألواح وصفائح وأغشية (أفلام) وصفائح رقيقة وأشرطة وقدد أخر، من لدائن.",,"39","0","Other plates, sheets, film, foil and strip, of plastics.",
"3922","مغاطس (بانيوهات baignoires)، أحواض استحمام بالرش (shower-bath) مغاسل الصحون وأدوات المائدة (المعروفة محلياً بالمجالي sinks)، مغاسل، أحواض استبراء (بيديات bidets)، مراحيض (أحواض أو مقاعد) وأغطيتها، خزانات دفق المياه (المعروفة محلياًّ بالسفونات)، وأدوات صحية مماثلة من لدائن",,"39","0","Baths, shower-baths, sinks, wash-basins, bidets, lavatory pans, seats and covers, flushing cisterns and similar sanitary ware, of plastics.",
"3923","أصناف لنقل أو تعبئة البضائع، من لدائن؛ سدادات وأغطية وكبسولات capsules (أغطية لسدادات وأعناق القوارير معاً) وغيرها من أصناف السد والإغلاق، مصنوعة من لدائن.",,"39","0","Articles for the conveyance or packing of goods, of plastics; stoppers, lids, caps and other closures, of plastics.",
"3924","أدوات مائدة، أدوات مطبخ، وأصناف منزلية أخرى وأصناف أخرى للعناية بالصحة أو بالنظافة، من لدائن",,"39","0","Tableware, kitchenware, other household articles and hygienic or toilet articles, of plastics.",
"3925","أصناف تجهيزات البناء من لدائن، غير مذكورة ولا داخلة في مكان آخر.",,"39","0","Builders ware of plastics, not elsewhere specified or included.",
"3926","مصنوعات (أصناف) أخر من اللدائن ومصنوعات (أصناف) من المواد الأخر الداخلة في البنود 3901 إلى 3914.",,"39","0","Other articles of plastics and articles of other materials of headings 3901 to 3914.",
"4001","مطاط طبيعي، بالاتا balata، طبرخة (جوتا - بركا gutta-percha)، غوايول guayaule، شيكل chicle، وصموغ طبيعية مماثلة بأشكالها الأولية أو بشكل ألواح أو صفائح أو أشرطة.",,"40","0","Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip.",
"4002","مطاط تركيبي وأبدال المطاط (فاكتيس factice) المشتقة من الزيوت، بأشكالها الأولية أو بشكل ألواح أو صفائح أو أشرطة؛ مخاليط أي من المنتجات الداخلة في البند 4001 مع أي من منتجات هذا البند، بأشكالها الأولية أو بأشكال ألواح أو صفائح أو أشرطة.",,"40","0","Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; mixtures of any product of heading 4001 with any product of this heading, in primary forms or in plates, sheets or strip.",
"4003","مطاط مجدد بأشكاله الأولية أو بشكل ألواح أو صفائح أو أشرطة.",,"40","0","Reclaimed rubber in primary forms or in plates, sheets or strip.",
"4004","فضلات ونفايات وقصاصات، من مطاط غير مقسى وأن حولت إلى مساحيق أو حبيبات.",,"40","0","Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.",
"4005","مطاط مخلوط غير مبركن بأشكاله الأولية أو بشكل ألواح أو صفائح أو أشرطة.",,"40","0","Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip.",
"4006","أشكال أخر (عيدان وأنابيب وبروفيلات منتجات ذات مقطع له شكل خاص مثلاً) وأصناف (أقراص وحلقات مثلاً)، من المطاط غير المبركن.",,"40","0","Other forms (for example, rods, tubes and profile shapes) and articles (for example, discs and rings), of unvulcanised rubber.",
"4007","خيوط وأمراس (حبال) من مطاط مبركن.",,"40","0","Vulcanised rubber thread and cord.",
"4008","ألواح وصفائح وأشرطة وعيدان وبروفيلات (منتجات ذات مقطع له شكل خاص) من مطاط مبركن غير مقسى.",,"40","0","Plates, sheets, strip, rods and profile shapes, of vulcanised rubber other than hard rubber.",
"4009","أنابيب ومواسير وخراطيم، من مطاط مبركن غير مقسى، وإن كانت مزودة بلوازمها ((مثل الفواصلالجوانات (joints) والأكواع والوصلات فلنجات flanges)).",,"40","0","Tubes, pipes and hoses, of vulcanised rubber other than hard rubber, with or without their fittings (for example, joints, elbows, flanges).",
"4010","سيور نقل مواد وسيور نقل حركة، من المطاط المبركن.",,"40","0","Conveyor or transmission belts or belting, of vulcanised rubber.",
"4011","إطارات خارجية هوائية جديدة، من مطاط.",,"40","0","New pneumatic tyres, of rubber.",
"4012","إطارات خارجية هوائية مجددة (بالتلبيس) أو مستعملة، من مطاط؛ إطارات مصمتة solid أو إطارات جوفاء (نصف مصمتة cushion tyres)، أطواق تلبيس الإطارات وبطانات حماية الإطار الداخلي من الاحتكاك بالقسم المعدني من العجل (فلابس flaps)، من مطاط.",,"40","0","Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber.",
"4013","أنابيب داخلية هوائية (إطارات داخلية) من المطاط.",,"40","0","Inner tubes, of rubber.",
