"id","label","review_en","id_parent_3_id","review","review_value","label_en"
"01051500","دجاج غينيا (غرغر) : بوزن لا يزيد عن  185 غ",,"0105",,,"Live domestic guinea fowls, weighing <= 185 g"
"01059400","غيرها : دواجن من نوع غالوس دومستيكاس ""Gallus Domesticus """,,"0105",,,"Live fowls of the species Gallus domesticus, weighing > 185"
"01059900","ديوك و دجاجات رومية ، بط و إوز وغرغر ( دجاج غينيا ) من الأنواع الأليفة: غيرها : غيرها ",,"0105",,,"Live domestic ducks, geese, turkeys and guinea fowls, weighing > 185 g"
"01061100","ثدييات: الرئيسات (الحيوانات العليا)",,"0106",,,"Live primates"
"01061200","حيتان و دلافين و دلافين صغيرة ""خنازير البحر"" (ثدييات من فصيلة الحيتان)؛ خرفان البحر والأطم  (ثدييّات من فصيلة الخيلانيات أو أبقار البحر""Sirenia)""، فقمات، أسود البحر وفظ (مورس) (ثدييات من الفصيلة الفرعية لزعنفيات الأقدام)",,"0106",,,"Live whales, dolphins and porpoises (mammals of the order Cetacea); manatees and dugongs (mammals of the order Sirenia); seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
"01061300","جمال وغيرها من فصيلة الإبل ( CAMELIDAE)",,"0106",,,"Live camels and other camelids [Camelidae]"
"01061400","أرانب أليفة وأرانب برية",,"0106",,,"Live rabbits and hares"
"01061900","حيوانات حية أخر, ثدييات: غيرها",,"0106",,,"Live mammals (excl. primates, whales, dolphins and porpoises, manatees and dugongs, seals, sea lions and walruses, camels and other camelids, rabbits and hares, horses, asses, mules, hinnies, bovines, pigs, sheep and goats)"
"01062000","زواحف ( بما في ذلك الأفاعي و السلاحف )",,"0106",,,"Live reptiles ""e.g. snakes, turtles, alligators, caymans, iguanas, gavials and lizards"""
"01063100","طيور: جوارح (طيور مفترسة)",,"0106",,,"Live birds of prey"
"01063200","طيور: فصيلة الببّاغاوات حية (بمافيها ذات الحجم العادي ""باروت Parrot ""أو صغيرة الحجم ""باراكتيس Parakeets "" أو الأميركية الضخمة وطويلة الذيل "" ماكاو Macaues ""أو الأسترالية ذات العرف ""كوكاتوز Cockatoos)",,"0106",,,"Live psittaciformes ""incl. parrots, parrakeets, macaws and cockatoos"""
"01063300","طيور النعام , نعام أسترالي (Dromaius novaehllandiae emus)",,"0106",,,"Live ostriches, and emus [Dromaius novaehollandiae]"
"01063900","حيوانات حية أخر, طيور: غيرها",,"0106",,,"Live birds (excl. birds of prey, psittaciformes, parrots, parrakeets, macaws, cockatoos, ostriches and emus)"
"01064100","حشرات : نحل",,"0106",,,"Live bees"
"01064900","حشرات : غيرها",,"0106",,,"Live insects (excl. bees)"
"01069000","غيرها من الحيوانات الحية",,"0106",,,"Live animals (excl. mammals, reptiles, birds, insects, fish, crustaceans, molluscs and other aquatic invertebrates and cultures of micro-organisms, etc.)"
"02011000","ذبائح الأبقار كاملة وأنصاف ذبائح، طازجة أو مبردة  ",,"0201",,,"Carcases or half-carcases of bovine animals, fresh or chilled"
"02012000","قطع أخرى بعظامها من لحوم من فصيلة الأبقار ، طازجة أو مبردة  ",,"0201",,,"Fresh or chilled bovine cuts, with bone in (excl. carcases and 1/2 carcases)"
"02013000"," لحوم من فصيلة الأبقار بدون عظام، طازجة أو مبردة  ",,"0201",,,"Fresh or chilled bovine meat, boneless"
"02021000","ذبائح الأبقار كاملة وأنصاف ذبائح، مجمدة  ",,"0202",,,"Frozen bovine carcases and half-carcases"
"02022000","قطع أخرى  بعظامها من لحوم من فصيلة الأبقار ، مجمدة",,"0202",,,"Frozen bovine cuts, with bone in (excl. carcases and half-carcases)"
"02023000"," لحوم من فصيلة الأبقار بدون عظام، مجمدة  ",,"0202",,,"Frozen, boneless meat of bovine animals"
"02031100","ذبائح كاملة وأنصاف ذبائح , من لحوم فصيلة الخنازير , طازجة أو مبردة   ",,"0203",,,"Fresh or chilled carcases and half-carcases of swine"
"02031200","أفخاذ وأكتاف وقطعها , بعظامها , من لحوم فصيلة الخنازير , طازجة أو مبردة ",,"0203",,,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in"
"02031900","لحوم  من فصيلة الخنازير : غيرها , طازجة أو مبردة",,"0203",,,"Fresh or chilled meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, with bone in)"
"02032100","ذبائح كاملة و أنصاف ذبائح , من لحوم فصيلة الخنازير , مجمدة  ",,"0203",,,"Frozen carcases and half-carcases of swine"
"02032200","أفخاذ و أكتاف و قطعها , بعظامها , من لحوم فصيلة الخنازير , مجمدة  ",,"0203",,,"Frozen hams, shoulders and cuts thereof of swine, with bone in"
"02032900","لحوم من فصيلة الخنازير  : غيرها , مجمدة  ",,"0203",,,"Frozen meat of swine (excl. carcases and half-carcases, and hams, shoulders and cuts thereof, with bone in)"
"02041000","ذبائح كاملة و أنصاف ذبائح  حملان , طازجة أو مبردة  ",,"0204",,,"Fresh or chilled lamb carcases and half-carcases"
"02042100","ذبائح كاملة و أنصاف ذبائح , من لحوم فصيلة ضأن أخرى (عدا الحملان) , طازجة أو مبردة",,"0204",,,"Fresh or chilled sheep carcases and half-carcases (excl. lambs)"
"02042200","قطع أخر بعظامها , من لحوم فصيلة الضأن , طازجة أو مبردة ",,"0204",,,"Fresh or chilled cuts of sheep, with bone in (excl. carcases and half-carcases)"
"02042300","لحوم فصيلة الضأن  ، بدون عظام, طازجة أو مبردة ",,"0204",,,"Fresh or chilled boneless cuts of sheep"
"02043000","ذبائح كاملة وأنصاف ذبائح حملان ، مجمدة  ",,"0204",,,"Frozen lamb carcases and half-carcases"
"02044100","ذبائح كاملة و أنصاف ذبائح , من لحوم فصيلة ضأن أخر (عدا الحملان) , مجمدة  ",,"0204",,,"Frozen sheep carcases and half-carcases (excl. lambs)"
"02044200","قطع أخر بعظامها , من لحوم فصيلة ضأن  أخرى، مجمدة  ",,"0204",,,"Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)"
"02044300","لحوم فصيلة ضأن أخرى ، بدون عظام ، مجمدة",,"0204",,,"Frozen boneless cuts of sheep"
"02045000","لحوم  فصيلة الماعز , طازجة أو مبردة أو مجمدة  ",,"0204",,,"Fresh, chilled or frozen meat of goats"
"02050000","لحوم فصائل الخيول و الحمير و البغال و النغال , طازجة أو مبردة أو مجمدة ",,"0205",,,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen"
"02061000","أحشاء و أطراف صالحة للأكل , من فصيلة الأبقار , طازجة أو مبردة  ",,"0206",,,"Fresh or chilled edible offal of bovine animals"
"02062100","ألسنة , من فصيلة الأبقار , مجمدة  ",,"0206",,,"Frozen edible bovine tongues"
"02062200","أكباد  , من فصيلة الأبقار , مجمدة  ",,"0206",,,"Frozen edible bovine livers"
"02062900","أحشاء وأطراف صالحة للأكل , من فصيلة الأبقار، مجمدة  : غيرها ",,"0206",,,"Frozen edible bovine offal (excl. tongues and livers)"
"02063000","أحشاء و أطراف صالحة للأكل , من فصيلة الخنازير , طازجة أو مبردة  ",,"0206",,,"Fresh or chilled edible offal of swine"
"02064100"," من فصيلة الخنازير , مجمدة : أكباد",,"0206",,,"Frozen edible livers of swine"
"02064900"," من فصيلة الخنازير , مجمدة : غيرها ",,"0206",,,"Edible offal of swine, frozen (excl. livers)"
"02068000","أحشاء وأطراف صالحة للأكل من فصائل الأبقار والخنازير والضأن والماعز والخيول والحمير والبغال والنغال، طازجة أومبردة أو مجمدة : غيرها، طازجة أو مبردة",,"0206",,,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies"
"02069000","أحشاء وأطراف صالحة للأكل من فصائل الأبقار والخنازير والضأن والماعز والخيول والحمير والبغال والنغال، طازجة أومبردة أو مجمدة : غيرها، مجمدة",,"0206",,,"Frozen edible offal of sheep, goats, horses, asses, mules and hinnies"
"02071100","لحوم وأحشاء وأطراف صالحة للأكل من دواجن من فصيلة غالوس دومستيكاس, غير مقطعة لأجزاء , طازجة أو مبردة  ",,"0207",,,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces"
"02071200","لحوم وأحشاء وأطراف صالحة للأكل ،من دواجن من فصيلة غالوس دومستيكاس: غير مقطعة لأجزاء، مجمدة",,"0207",,,"Frozen fowls of the species Gallus domesticus, not cut in pieces"
"02071300","قطع وأحشاء وأطراف صالحة للأكل، طازجة أو مبردة ، من دواجن من فصيلة غالوس دومستيكاس",,"0207",,,"Fresh or chilled cuts and edible offal of fowls of the species Gallus domesticus"
"02071400","قطع وأحشاء وأطراف , مقطعة , صالحة للأكل , من دواجن من فصيلة , مجمدة",,"0207",,,"Frozen cuts and edible offal of fowls of the species Gallus domesticus"
"02072400","لحوم وأحشاء وأطراف صالحة للأكل, غير مقطعة لأجزاء, من ديوك ودجاجات رومية"" Turkeys حبش"" , طازجة أو مبردة",,"0207",,,"Fresh or chilled turkeys of the species domesticus, not cut in pieces"
"02072500","لحوم و أحشاء و أطراف  صالحة للأكل , غير مقطعة لأجزاء ,  من ديوك ودجاجات رومية"" Turkeys حبش"" , مجمدة",,"0207",,,"Frozen turkeys of the species domesticus, not cut into pieces"
"02072600","قطع و أحشاء و أطراف صالحة للأكل , من ديوك ودجاجات رومية"" Turkeys حبش"" , طازجة أو مبردة",,"0207",,,"Fresh or chilled cuts and edible offal of turkeys of the species domesticus"
"02072700","قطع و أحشاء و أطراف صالحة للأكل , من ديوك ودجاجات رومية"" Turkeys حبش"" , مجمدة  ",,"0207",,,"Frozen cuts and edible offal of turkeys of the species domesticus"
"02074100","لحوم وأحشاء وأطراف صالحة للأكل ،من بط : غير مقطعة لاجزاء طازجة أو مبردة",,"0207",,,"Fresh or chilled domestic ducks, not cut in pieces"
"02074200","لحوم وأحشاء وأطراف صالحة للأكل، من بط : غير مقطعة لاجزاء، مجمدة",,"0207",,,"Frozen domestic ducks, not cut in pieces"
"02074300","لحوم وأحشاء وأطراف صالحة للأكل ،من بط: أكباد دسمة ، طازجة أو مبردة",,"0207",,,"Fatty livers of domestic ducks, fresh or chilled"
"02074400","لحوم وأحشاء وأطراف صالحة للأكل ، من بط :غيرها ، طازجة أو مبردة",,"0207",,,"Fresh or chilled cuts and edible offal of domestic ducks (excl. fatty livers)"
"02074500","لحوم وأحشاء وأطراف صالحة للأكل  : من بط : غيرها، مجمدة",,"0207",,,"Frozen cuts and edible offal of domestic ducks"
"02075100","لحوم وأحشاء وأطراف صالحة للأكل ، من إوز: غير مقطعة لأجزاء، طازجة أو مبردة",,"0207",,,"Fresh or chilled domestic geese, not cut in pieces"
"02075200","لحوم وأحشاء وأطراف صالحة للأكل ، من إوز: غير مقطعة لأجزاء، مجمدة",,"0207",,,"Frozen domestic geese, not cut in pieces"
"02075300","لحوم وأحشاء وأطراف صالحة للأكل ، من إوز: أكباد دسمة، طازجة أو مبردة",,"0207",,,"Fatty livers of domestic geese, fresh or chilled"
"02075400","لحوم وأحشاء وأطراف صالحة للأكل ، من إوز: غيرها ، طازجة أو مبردة",,"0207",,,"Fresh or chilled cuts and edible offal of domestic geese (excl. fatty livers)"
"02075500","للحوم وأحشاء وأطراف صالحة للأكل ، من إوز: غيرها، مجمدة",,"0207",,,"Frozen cuts and edible offal of domestic geese"
"02076000","لحوم وأحشاء وأطراف صالحة للأكل، طازجة أو مبردة أو مجمدة : من دجاج غينيا (غرغر)",,"0207",,,"Meat and edible offal of domestic guinea fowls, fresh, chilled or frozen"
"02081000","لحوم و أحشاء و أطراف , صالحة للأكل ,  طازجة أو مبردة أو مجمدة ، من أرانب أليفة أو برية",,"0208",,,"Fresh, chilled or frozen meat and edible offal of rabbits or hares"
"02083000","لحوم و احشاء و اطراف اخر صالحة للاكل طازجة او مبردة او مجمدة،  من الحيوانات العليا (الرئيسات ) ",,"0208",,,"Fresh, chilled or frozen meat and edible offal of primates"
"02084000","لحوم و احشاء و اطراف اخر صالحة للاكل طازجة او مبردة او مجمدة: من حيتان ودلافين ودلافين صغيرة (خنازير بحر) (ثدييات من فصيلة الحيتان) خرفان البحر  والأطم )ثدييّات من فصيلة الخيلانيات أو أبقار البحر ""Sirenia)"" فقمات وأسود البحر وفظ (مورس) (ثدييات من الفصيلة الفرعية لزعنفيات الأقدام)",,"0208",,,"Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises (mammals of the order Cetacea), of manatees and dugongs (mammals of the order Sirenia) and of seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
"02085000","لحوم و احشاء و اطراف اخر صالحة للاكل طازجة او مبردة او مجمدة : من الزواحف ( بما فيها الأفاعي والسلاحف )",,"0208",,,"Fresh, chilled or frozen meat and edible offal of reptiles ""e.g. snakes, turtles, crocodiles"""
"02086000","لحوم و احشاء و اطراف اخر صالحة للاكل طازجة او مبردة او مجمدة : من جمال وغيرها من فصيلة الإبل (camelidae)",,"0208",,,"Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]"
"02089000","لحوم و احشاء و اطراف اخر صالحة للاكل طازجة او مبردة او مجمدة : غيرها",,"0208",,,"Fresh, chilled or frozen meat and edible offal of pigeons, game, reindeer and other animals (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry ""fowls of the species Gallus domesticus, ducks, geese, turkeys, guinea fowl"", rabbits, hares, primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" and reptiles)"
"02091000","من خنزير",,"0209",,,"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
"02099000","شحم ودهن خنزير صرف، ودهن طيور دواجن، غير مستخلص بالإذابة أو بطرق الاستخلاص الأخر،طازجاً ، مبرداً ، مجمداً ، مملحاً أو في ماء مملح ، مجففاً أو مدخناً: غيرها",,"0209",,,"Poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked"
"02101100","لحوم فصيلة الخنازير: أفخاد أو أكتاف وقطعها، بعظامها",,"0210",,,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in"
"02101200","لحوم فصيلة الخنازير: صدور  يتخللها شحم، وقطعها",,"0210",,,"Bellies ""streaky"" and cuts thereof of swine, salted, in brine, dried or smoked"
"02101900","لحوم فصيلة الخنازير: غيرها",,"0210",,,"Meat of swine, salted, in brine, dried or smoked (excl. hams, shoulders and cuts thereof, with bone in, and bellies and cuts thereof)"
"02102000","لحوم فصيلة الأبقار ",,"0210",,,"Meat of bovine animals, salted, in brine, dried or smoked"
"02109100","غيرها ، بما فيها دقيق ومساحيق صالحة للأكل، من لحوم أو أحشاء أو أطراف: من الرئيسات ( الحيوانات العليا )",,"0210",,,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of primates"
"02109200","غيرها ، بما فيها دقيق ومساحيق صالحة للأكل، من لحوم أو أحشاء أو أطراف: من حيتان ودلافين ودلافين صغيرة (خنازير البحر) (ثدييّات من فصيلة الحيتان)؛خرفان البحر والأطم (ثديات من فصيلة الخيلانيات أو أبقار البحر""Sirenia"") ؛ فقمات ، أسود البحر وفظ(مورس) (ثدييات من الفصيلة الفرعية لزعنفيات الأقدام) ",,"0210",,,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, of whales, dolphins and porpoises (mammals of the order Cetacea), manatees and dugongs (mammals of the order Sirenia) and seals, sea lions and walruses (mammals of the suborder Pinnipedia)"
"02109300","غيرها ، بما فيها دقيق ومساحيق صالحة للأكل، من لحوم أو أحشاء أو أطراف: من الزواحف ( بما فيها الأفاعي والسلاحف )",,"0210",,,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal, of reptiles ""e.g. snakes, turtles, alligators"""
"02109900","غيرها ، بما فيها دقيق ومساحيق صالحة للأكل، من لحوم أو أحشاء أو أطراف: غيرها",,"0210",,,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat and meat offal (excl. meat of bovine animals and swine and meat and edible offal of primates, whales, dolphins and porpoises ""mammals of the order Cetacea"", manatees and dugongs ""mammals of the order Sirenia"", seals, sea lions and walruses ""mammals of the suborder Pinnipedia"" and reptiles)"
"03011100","أسماك حية ، اسماك الزينة: في مياه عذبة",,"0301",,,"Live ornamental freshwater fish"
"03011900","أسماك حية, أسماك الزينة: غيرها",,"0301",,,"Live ornamental fish (excl. freshwater)"
"03019100","أسماك حية أخر:  سمك الترويت (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus apache, Oncorhynchus chrysogaster , Oncorhynchus gilae ,Oncorhynchus aguabonita)
  ",,"0301",,,"Live trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"""
"03019200","سمك الأنقليس ( من نوع أنجويلا ) ",,"0301",,,"Live eels ""Anguilla spp."""
"03019300","سمك الشبوط(Cyprinus spp ,Carassius spp , Hypophthalmichthys spp , Ctenopharyngodon idellus ,Mylopharyngodon piceus, Cirrhinus spp ,Osteochilus hasselti , Labeo spp ,Catla catla , Megalobrama spp , Leptobarbus hoeveni)",,"0301",,,"Live carp ""Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp."""
"03019400","سمك التونة الاطلنطي والهادي ذات الزعنفة الزرقاءBluefin "" (Thunnus, Thynnus, Thunnus orintalis ) """,,"0301",,,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)"
"03019500","أسماك تونة الجنوب ذات الزعنفة الزرقاء ( ثونوس ماكوي "" thunnus maccoyii "" ) ",,"0301",,,"Live southern bluefin tunas ""Thunnus maccoyii"""
"03019900","أسماك حية أخر: غيرها",,"0301",,,"Live fish (excl. ornamental fish, trout [Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster], eels [Anguilla spp.], carp [Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.], Atlantic and Pacific bluefin tuna [Thunnus thynnus, Thunnus orientalis] and southern bluefin tuna [Thunnus maccoyii])"
"03021100","سمك الترويت (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache, Oncorhynchus chrysogaster)  ",,"0302",,,"Fresh or chilled trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"""
"03021300","سلمون المحيط الهادي(Oncorhynchus nerka ,Oncorhynchus gorbucsha ,Oncorhynchus keta ,Oncorhynchus tschawytsha,Oncorhynchus kisutch ,Oncorhynchus masou , Oncorhynchus Rhodurus)  ",,"0302",,,"Fresh or chilled Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"""
"03021400","سلمون الأطلنطي(Salmo salar) وسلمون الدانوب(Hucho hucho)  ",,"0302",,,"Fresh or chilled Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"""
"03021900","أسماك فصيلة السالمون ، باستثناء أحشاء السمك الصالحة للأكل من البند   03029100 إلى البند 03029900: غيرها",,"0302",,,"Fresh or chilled salmonidae (excl. trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster"", Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus"", Atlantic salmon ""Salmo salar"" and Danube salmon ""Hucho hucho"")"
"03022100","أسماك القفندر (Reinhardtius hippoglossoides, Hippoglossus stenolepis, Hippoglossus Hippoglossus) ",,"0302",,,"Fresh or chilled lesser or Greenland halibut ""Reinhardtius hippoglossoides, Atlantic halibut ""Hippoglossus hippoglossus"" and Pacific halibut ""Hippoglossus stenolepis"""
"03022200","سمك هوشع (Pleuronectes platessa)  ",,"0302",,,"Fresh or chilled plaice ""Pleuronectes platessa"""
"03022300","سمك موسى (Solea)  ",,"0302",,,"Fresh or chilled sole ""Solea spp."""
"03022400","سمك الترس (تربوت"" turbots"") (Psetta maxima)  ",,"0302",,,"Fresh or chilled turbot ""Psetta maxima"""
"03022900","أسماك مفلطحة ( Soleidae, Cynoglossidae ,Bothidae, Pleuronectidae, Scophthalmidae, Citharidae) ، أحشاء السمك الصالحة للأكل من البند 03029100 إلى البند 03029900 : غيرها

",,"0302",,,"Fresh or chilled flat fish ""Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Catharidae"" (excl. halibut ""Reinhardtius hippoglossoides, Hippoglossus hippoglossus and Hippoglossus stenolepis"", plaice ""Pleuronectes platessa"", sole ""Solea spp."" and turbot ""Psetta maxima"")"
"03023100","سمك تونة بيضاء (Thunnus alalunga)  ",,"0302",,,"Fresh or chilled albacore or longfinned tunas ""Thunnus alalunga"""
"03023200","سمك تونة ذات زعانف صفراء ( Thunnus albacares)  ",,"0302",,,"Fresh or chilled yellowfin tunas ""Thunnus albacares"""
"03023300","سمك ليستاوس (بونيت مخطط البطن )(Katsuwonus Pelamis)  ",,"0302",,,"Fresh or chilled skipjack or stripe-bellied bonito"
"03023400","اسماك التونة ذات العينين الكبيرتين ""Bigeye ""(""Thunnus obesus"") ",,"0302",,,"fresh or chilled Bigeye tuna (""Thunnus obesus"")"
"03023500","سمك تونة الأطلنطي و الهادي  ذات الزعنفة الزرقاء ""Bluefin "" ( Thynnus, Thunnus orintalis, Thunnus)",,"0302",,,"Fresh or chilled Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)"
"03023600","سمك تونة الجنوب ذات الزعنفة الزرقاء ( "" Thunnus maccoyii "")  ",,"0302",,,"Fresh or chilled Southern bluefin tunas ""Thunnus maccoyii"""
"03023900","سمك تونة (Thunnus)، ليستاوس (listaos) (بونيت مخطط البطن) (Katsuwonus pelamis)، باستثناء أحشاء السمك الصالحة للأكل من البند 03029100 إلى البند 03029900: غيرها
",,"0302",,,"Fresh or chilled tunas of the genus ""Thunnus"" (excl. Thunnus alalunga, Thunnus albacares, Thunnus obesus, Thunnus thynnus, Thunnus orientalis and Thunnus maccoyii)"
"03024100","سمك الرنجة (Clupea pallasii, Clupea harengus)  ",,"0302",,,"Fresh or chilled herring ""Clupea harengus, clupea pallasii"""
"03024200","سمك الأنشوا (""Engraulis spp"")",,"0302",,,"Fresh or chilled anchovies ""Engraulis spp."""
"03024300","سمك السردين (Sardina pilchardus ,Sardinops spp) وساردينيلا (spp Sardinella) و رنجة صغيرة أو اسبرط ( Sprattus sprattus)  ",,"0302",,,"Fresh or chilled sardines ""Sardina pilchardus, Sardinops spp."", sardinella ""Sardinella spp."", brisling or sprats ""Sprattus sprattus"""
"03024400","سمك الأسقمري ""ماكاريل""( Scomber scombrus ,Scomber australascius, Scomber japonicus)  ",,"0302",,,"Fresh or chilled mackerel ""Scomber scombrus, Scomber australasicus, Scomber japonicus"""
"03024500","الشينشار ""chinchards"" (سمك سليمان)(من نوع تراكوروس trachurus spp)",,"0302",,,"Fresh or chilled jack and horse mackerel ""Trachurus spp."""
"03024600","سمك كوبيا (Rachycentron canadum)  ",,"0302",,,"Fresh or chilled cobia ""Rachycentron canadum"""
"03024700","سمك أبو سيف أو سياف البحر (Xiphias gladius)  ",,"0302",,,"Fresh or chilled swordfish ""Xiphias gladius"""
"03024900","غيرها",,"0302",,,"Fresh or chilled Indian mackerels ""Rastrelliger spp."", seerfishes ""Scomberomorus spp."", jacks, crevalles ""Caranx spp."", silver pomfrets ""Pampus spp."", Pacific saury ""Cololabis saira"", scads ""Decapterus spp."", capelin ""Mallotus villosus"", Kawakawa ""Euthynnus affinis"", bonitos ""Sarda spp."", marlins, sailfishes and spearfish ""Istiophoridae"""
"03025100","سمك القد (Gadus macrocephalus, Gadus ogac, Gadus morhua)  ",,"0302",,,"Fresh or chilled cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"""
"03025200","سمك الحدوق (Melanogrammus aeglefinus)  ",,"0302",,,"Fresh or chilled haddock ""Melanogrammus aeglefinus"""
"03025300","سمك أسود (Pollachius virens)  ",,"0302",,,"Fresh or chilled coalfish ""Pollachius virens"""
"03025400","سمك النازلي (Merluccius spp, Urophycis spp)  ",,"0302",,,"Fresh or chilled hake ""Merluccius spp., Urophycis spp."""
"03025500","سمك بولاك ألاسكا (Theragra chalcogramma)  ",,"0302",,,"Fresh or chilled Alaska pollack ""Theragra chalcogramma"""
"03025600","سمك ميرلان أزرق (Micromesistius australis, Micromesistius poutassou) ",,"0302",,,"Fresh or chilled blue whiting ""Micromesistius poutassou, Micromesistius australis"""
