"id","ston_import","ston_import_notes","ston_export","ston_export_notes","id_stone_id","ston_export_en","ston_export_notes_en","ston_import_en","ston_import_notes_en"
"147","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08112000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"148","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08119000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"149","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08121000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"150","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08129000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"151","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08131000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"152","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08132000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"153","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08133000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"154","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08134000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"155","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08135000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"156","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","08140000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"157","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","09011100","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"158","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","09011200","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
"159","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","09012100","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"160","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","09012200","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"161","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية  + صورة عن بوليصة الشحن ",,"هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية بناء على طلب يتقدم به صاحب العلاقة إلى مركز الحجر الصحي النباتي المعني أصولا مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","09019000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," phytosanitary certificate is granted based on a request submitted by the concerned party to the duly concerned plant quarantine center, with confirmation that the consignment conforms to the phytosanitary requirements of the importing country, if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and record its data by authorized plant protection technicians if it conforms to the plant quarantine instructions, and a copy of the certificate of origin must be presented with the phrase (an exact copy) written on it. Or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + a copy of the bill of lading",
"162","يجب عرضها على الحجر الصحي النباتي في أول منفذ حدودي  من أجل إجراء الكشف اللازم عليها وسحب العينات وفحصها وتأشير بياناتها من قبل فنيي وقاية النبات المفوضين في حال مطابقتها  لتعليمات  الحجر الصحي النباتي ، مع وجوب تقديم الشهادة الصحية النباتية الأصلية + صورة عن شهادة المنشأ مدون عليها عبارة(صورة طبق الأصل) أو (الأصل محفوظ لدينا)  ممهورة بخاتم الأمانة الجمركية المعنية + إذن الاستيراد الحجري + صورة عن بوليصة الشحن ","يجب ان يكون اذن الاستيراد الحجري سابقاً لتاريخ إصدار الشهادة الصحية النباتية وشهادة المنشأ وبوليصة الشحن","هذه المادة يجب عرضها  على فنيي وقاية النبات المفوضين (الحجر الصحي النباتي)في المنافذ الحدودية والأمانات الداخلية و المطارات والموانئ للكشف عليها  و سحب العينات وتأشير بياناتها بما يفيد مطابقتها  لتعليمات الحجر الصحي النباتي","تمنح شهادة صحية نباتية أصولاً ، مع التأكيد على مطابقة الإرسالية لمتطلبات الصحة النباتية في البلد المستورد إن قدمت من قبل صاحب العلاقة. ","09021000","This material must be presented to authorized plant protection technicians (plant quarantine) at border crossings, internal secretariats, airports, and ports to inspect it, withdraw samples, and mark their data to indicate their compliance with plant quarantine instructions."," A duly issued phytosanitary certificate is issued, confirming that the consignment conforms to the phytosanitary requirements of the importing country if submitted by the concerned party."," It must be presented to the plant quarantine at the first border port in order to conduct the necessary examination on it, withdraw samples, examine it, and mark its data by authorized plant protection technicians if it conforms to the plant quarantine instructions. The original plant health certificate must be presented + a copy of the certificate of origin with the phrase written on it. (An exact copy) or (the original is kept with us) stamped with the stamp of the relevant customs secretariat + stone import permit + a copy of the bill of lading","The stone import permit must be prior to the date of issuance of the phytosanitary certificate, certificate of origin, and bill of lading"
